cmsId,email,sName,gName,gender,age,major,depName,gpa,cgpa,year,residentialStatus,city,province
321121,abcd,Amir Yusufzai,Jamil Khawaja,Male,25,Law,SCME,3.55,2.71,2025,Day Scholar,Islamabad,Punjab
351944,abcd,Aaliyah Qadir,Sajid Khawaja,Male,19,Chemical Engineering,S3H,3.78,3.85,2022,Hostellite,Lahore,Punjab
382010,abcd,Ismail Shafi,Samiyah Hameed,Female,19,Electrical Engineering,S3H,3.74,2.79,2023,Day Scholar,Islamabad,Punjab
376791,abcd,Soraya Akhtar,Nasir Arshad,Male,21,Law,SCME,3.48,3.75,2022,Hostellite,Islamabad,Sindh
377196,abcd,Mustafa Sarfraz,Zahid Talib,Male,20,Computer Science,NBS,3.26,2.48,2023,Day Scholar,Lahore,Islamabad Federal
330026,abcd,Hina Mansoor,Saima Arshad,Female,25,Management Sciences,SEECS,2.98,3.65,2023,Hostellite,Islamabad,Sindh
367983,abcd,Tahir Khattak,Fariha Shah,Male,23,Law,NBS,3.08,3.5,2025,Hostellite,Karachi,Sindh
386123,abcd,Zainab Haque,Hamza Noor,Female,18,Law,SEECS,3.05,3.5,2021,Hostellite,Lahore,Islamabad Federal
368994,abcd,Saima Qureshi,Jamil Rafiq,Male,19,Management Sciences,S3H,2.88,3.28,2023,Day Scholar,Lahore,Islamabad Federal
343787,abcd,Saeed Noor,Fayyaz Azam,Female,21,Electrical Engineering,SADA,3.74,3.99,2024,Day Scholar,Islamabad,Punjab
345528,abcd,Aisha Tariq,Soraya Khan,Male,24,Electrical Engineering,NBS,2.96,2.8,2025,Hostellite,Karachi,Sindh
335517,abcd,Amir Rahman,Nashit Zaman,Male,22,Electrical Engineering,SCME,3.48,3.84,2022,Day Scholar,Karachi,Sindh
375308,abcd,Faisal Farooqi,Saima Hussaini,Male,18,Electrical Engineering,S3H,2.23,3.88,2020,Hostellite,Rawalpindi,Islamabad Federal
351724,abcd,Tahir Siddiqui,Sana Rahman,Male,24,Management Sciences,SCME,3.21,2.95,2022,Day Scholar,Rawalpindi,Islamabad Federal
360014,abcd,Safia Hussaini,Nadia Hashmi,Male,20,Law,SEECS,2.4,3.45,2024,Hostellite,Faisalabad,Islamabad Federal
350469,abcd,Shafiq Hassan,Safia Rehman,Male,25,Management Sciences,SEECS,2.44,2.47,2025,Hostellite,Faisalabad,Sindh
331101,abcd,Zaki Noor,Fariha Hashmi,Male,22,Chemical Engineering,SEECS,3.82,2.61,2024,Hostellite,Islamabad,Punjab
346558,abcd,Ibrahim Aslam,Omar Baig,Female,18,Electrical Engineering,SNS,2.12,2.68,2025,Hostellite,Karachi,Islamabad Federal
331357,abcd,Hamza Hameed,Amina Noor,Female,18,Software Engineering,SEECS,3.71,3.56,2021,Day Scholar,Lahore,Punjab
368128,abcd,Hamza Raza,Irfan Qazi,Female,21,Electrical Engineering,S3H,2.93,2.82,2025,Day Scholar,Faisalabad,Islamabad Federal
333698,abcd,Tahira Khan,Yasir Hashmi,Female,20,Law,SNS,2.5,3.41,2022,Day Scholar,Islamabad,Punjab
339906,abcd,Rafi Tariq,Zahra Sultan,Female,22,Management Sciences,SCME,3.43,2.48,2025,Hostellite,Karachi,Punjab
379920,abcd,Jalal Hamza,Rameez Rasheed,Female,24,Mechanical Engineering,S3H,3.9,2.66,2025,Day Scholar,Islamabad,Punjab
398861,abcd,Faisal Hashmi,Leila Hussain,Female,20,Management Sciences,SMME,2.42,2.17,2025,Day Scholar,Rawalpindi,Islamabad Federal
331751,abcd,Javed Rizvi,Zahra Hakeem,Male,23,Chemical Engineering,SEECS,2.55,3.73,2022,Hostellite,Lahore,Islamabad Federal
369866,abcd,Iqbal Khanzada,Junaid Hameed,Female,25,Electrical Engineering,SEECS,3.56,2.89,2025,Day Scholar,Islamabad,Sindh
364374,abcd,Hina Aslam,Rahim Rafiq,Female,23,Software Engineering,NBS,2.23,2.23,2022,Hostellite,Lahore,Sindh
384437,abcd,Kamran Khattak,Saima Shah,Male,24,Law,SNS,3.96,2.8,2025,Day Scholar,Rawalpindi,Islamabad Federal
323848,abcd,Muna Khattak,Safia Hussaini,Female,23,Electrical Engineering,SNS,2.2,2.95,2023,Day Scholar,Faisalabad,Punjab
331626,abcd,Rukhsar Khan,Hina Anwar,Male,21,Chemical Engineering,NBS,3.87,2.33,2024,Day Scholar,Lahore,Sindh
323898,abcd,Safiyyah Hadi,Leila Khan,Male,25,Computer Science,SADA,2.02,3.94,2022,Day Scholar,Lahore,Sindh
347758,abcd,Safia Noor,Ibrahim Rafiq,Male,19,Mechanical Engineering,SADA,3.46,3.13,2023,Hostellite,Rawalpindi,Islamabad Federal
377595,abcd,Hina Saleh,Farida Khattak,Male,23,Mechanical Engineering,S3H,3.02,2.08,2024,Day Scholar,Lahore,Punjab
389607,abcd,Ibrahim Ahmed,Zahra Rahman,Male,24,Chemical Engineering,SMME,3.1,2.05,2020,Hostellite,Karachi,Sindh
388141,abcd,Shafiq Ahmed,Zahra Noor,Female,21,Electrical Engineering,SEECS,2.17,2.33,2024,Hostellite,Faisalabad,Punjab
359155,abcd,Jalal Noor,Zainab Jamil,Female,22,Software Engineering,S3H,3.78,2.44,2022,Day Scholar,Islamabad,Sindh
353021,abcd,Rizwan Qureshi,Zainab Qadir,Male,19,Electrical Engineering,S3H,2.59,2.08,2020,Day Scholar,Karachi,Punjab
379442,abcd,Rahat Baig,Aaliyah Qazi,Female,21,Electrical Engineering,SADA,3.77,3.28,2025,Hostellite,Faisalabad,Islamabad Federal
373843,abcd,Salim Anwar,Sarwar Qadir,Female,22,Electrical Engineering,S3H,2.75,3.72,2022,Hostellite,Faisalabad,Punjab
327041,abcd,Yusuf Rizvi,Hamza Hussain,Female,22,Management Sciences,SMME,3.57,2.06,2023,Hostellite,Rawalpindi,Sindh
380511,abcd,Amir Rahman,Sabeen Hassan,Female,18,Software Engineering,S3H,2.43,3.56,2023,Hostellite,Karachi,Sindh
355367,abcd,Junaid Rahman,Aziza Zafar,Male,20,Electrical Engineering,S3H,3.45,3.19,2022,Hostellite,Karachi,Punjab
395619,abcd,Yasin Khanzada,Bilal Jilani,Female,25,Electrical Engineering,SEECS,3.87,2.91,2020,Hostellite,Karachi,Islamabad Federal
371837,abcd,Azra Baig,Jamila Aslam,Male,18,Software Engineering,S3H,2.07,3.08,2021,Day Scholar,Faisalabad,Sindh
373404,abcd,Saeed Nadeem,Karim Warsi,Female,24,Chemical Engineering,SMME,2.53,3.05,2021,Hostellite,Lahore,Sindh
322313,abcd,Salim Hadi,Imran Iqbal,Male,24,Chemical Engineering,SADA,2.38,3.75,2024,Hostellite,Karachi,Islamabad Federal
327825,abcd,Hamza Khan,Sadaf Farooqi,Male,19,Chemical Engineering,SMME,3.79,2.43,2021,Day Scholar,Karachi,Islamabad Federal
335594,abcd,Tahir Sultan,Faisal Iqbal,Female,19,Electrical Engineering,SNS,3.06,3.1,2021,Day Scholar,Rawalpindi,Punjab
372421,abcd,Tariq Siddiqi,Malik Hadi,Female,22,Software Engineering,NBS,2.97,2.38,2020,Hostellite,Faisalabad,Punjab
347527,abcd,Aamir Zahid,Rafi Mustafa,Female,18,Management Sciences,SNS,2.56,2.77,2024,Day Scholar,Faisalabad,Sindh
326645,abcd,Rafi Anwar,Yasin Hassan,Male,18,Management Sciences,SCME,3.87,3.61,2025,Hostellite,Rawalpindi,Punjab
376597,abcd,Marwa Rahman,Iqbal Siddiqi,Male,24,Management Sciences,SMME,2.26,3.21,2024,Hostellite,Islamabad,Punjab
348439,abcd,Yusuf Qazi,Irfan Hakeem,Female,22,Law,SEECS,3.8,3.87,2025,Hostellite,Rawalpindi,Punjab
337287,abcd,Safia Hameed,Naseem Awan,Male,20,Electrical Engineering,NBS,3.31,2.45,2025,Hostellite,Lahore,Punjab
326900,abcd,Nadira Ali,Javed Warsi,Female,21,Mechanical Engineering,SNS,2.76,2.66,2024,Day Scholar,Islamabad,Punjab
364300,abcd,Fariha Arshad,Nafisa Hadi,Male,18,Law,SEECS,2.77,2.92,2021,Hostellite,Faisalabad,Sindh
357032,abcd,Safia Javed,Saeed Warsi,Male,19,Management Sciences,SCME,2.22,2.53,2025,Day Scholar,Lahore,Sindh
397791,abcd,Salim Hashmi,Azra Haque,Female,19,Mechanical Engineering,SMME,2.52,2.97,2021,Day Scholar,Islamabad,Punjab
320262,abcd,Karim Noor,Naim Kamal,Male,19,Law,SCME,2.47,2.41,2024,Hostellite,Rawalpindi,Punjab
390866,abcd,Samina Baig,Sana Ahmed,Male,25,Electrical Engineering,SNS,3.81,2.87,2024,Day Scholar,Islamabad,Punjab
321902,abcd,Zahra Rahman,Hina Aziz,Female,24,Management Sciences,SNS,3.2,2.41,2023,Day Scholar,Karachi,Sindh
329069,abcd,Amina Sultan,Ali Ali,Male,21,Electrical Engineering,S3H,3.26,3.9,2024,Hostellite,Faisalabad,Punjab
349994,abcd,Safia Ali,Nadira Rizvi,Male,22,Mechanical Engineering,SMME,2.16,3.85,2021,Day Scholar,Rawalpindi,Sindh
357255,abcd,Mujtaba Khattak,Safiyyah Khan,Male,22,Computer Science,SCME,2.95,3.2,2021,Day Scholar,Faisalabad,Punjab
364353,abcd,Nafisa Zahid,Salma Zaman,Female,18,Mechanical Engineering,SCME,2.57,2.52,2024,Hostellite,Rawalpindi,Punjab
342159,abcd,Ayesha Javed,Yasir Shah,Male,21,Software Engineering,SMME,2.17,2.59,2021,Day Scholar,Karachi,Sindh
336374,abcd,Abdullah Rahman,Ali Rahman,Female,24,Law,NBS,3.97,3.9,2024,Day Scholar,Karachi,Punjab
377949,abcd,Rafi Khan,Zahid Baig,Male,25,Software Engineering,SEECS,2.46,2.62,2023,Day Scholar,Karachi,Sindh
349205,abcd,Muhammad Ali,Nasir Baig,Female,25,Software Engineering,SADA,3.66,2.3,2024,Hostellite,Islamabad,Punjab
348676,abcd,Karim Khawaja,Omar Zaman,Male,20,Law,SEECS,2.03,2.53,2022,Day Scholar,Rawalpindi,Islamabad Federal
361857,abcd,Zubair Ahmed,Asad Iqbal,Female,21,Law,SADA,3.88,3.55,2022,Hostellite,Lahore,Punjab
389070,abcd,Ismail Haque,Khalid Kamal,Male,21,Software Engineering,SEECS,2.07,3.65,2021,Day Scholar,Lahore,Islamabad Federal
356046,abcd,Omar Rafiq,Leila Kamal,Female,25,Chemical Engineering,SEECS,2.5,2.55,2024,Day Scholar,Faisalabad,Sindh
395373,abcd,Nida Khan,Zahra Zakariya,Male,22,Software Engineering,SMME,3.84,3.8,2022,Hostellite,Lahore,Punjab
395477,abcd,Salma Talib,Yasir Nawaz,Female,22,Chemical Engineering,SEECS,3.29,2.31,2020,Hostellite,Islamabad,Punjab
354990,abcd,Saeed Akhtar,Rafi Rashid,Male,18,Mechanical Engineering,SNS,2.46,3.67,2023,Day Scholar,Karachi,Sindh
376758,abcd,Zara Javed,Aamir Farooqi,Female,25,Law,SCME,2.42,2.1,2020,Day Scholar,Lahore,Punjab
349040,abcd,Sami Sarfraz,Nadeem Rashid,Female,19,Software Engineering,SMME,3.55,2.67,2025,Hostellite,Karachi,Punjab
379323,abcd,Rabab Rahman,Kamran Akhtar,Male,22,Mechanical Engineering,SNS,3.94,2.4,2022,Hostellite,Lahore,Islamabad Federal
367866,abcd,Hussein Hameed,Tariq Khanzada,Female,20,Electrical Engineering,SCME,2.46,3.65,2022,Hostellite,Karachi,Punjab
377673,abcd,Omar Khan,Marwa Akhtar,Female,23,Mechanical Engineering,SMME,3.03,3.69,2022,Day Scholar,Faisalabad,Punjab
370005,abcd,Rafi Yusufzai,Zahid Haque,Male,24,Chemical Engineering,S3H,2.47,2.99,2022,Hostellite,Islamabad,Islamabad Federal
388142,abcd,Waleed Siddiqi,Ayesha Mansoor,Female,19,Chemical Engineering,SEECS,3.03,3.02,2021,Hostellite,Karachi,Punjab
378783,abcd,Sumaya Abbas,Sana Jilani,Male,20,Mechanical Engineering,SMME,2.58,2.91,2020,Day Scholar,Rawalpindi,Sindh
361425,abcd,Naeema Malik,Karim Abbas,Male,21,Software Engineering,SEECS,2.71,2.03,2021,Hostellite,Lahore,Punjab
370630,abcd,Tariq Khan,Sadia Rasheed,Female,23,Software Engineering,SEECS,3.63,3.13,2020,Hostellite,Faisalabad,Sindh
351076,abcd,Shabnam Khattak,Saima Raza,Male,19,Computer Science,S3H,2.22,2.09,2025,Day Scholar,Karachi,Islamabad Federal
387564,abcd,Zara Rafiq,Rafi Farooqi,Male,22,Computer Science,SMME,2.39,3.31,2024,Day Scholar,Lahore,Islamabad Federal
333846,abcd,Muna Azam,Rabia Haque,Female,19,Law,SCME,2.02,2.03,2022,Day Scholar,Rawalpindi,Islamabad Federal
376917,abcd,Junaid Sarfraz,Waleed Jilani,Male,19,Chemical Engineering,NBS,3.9,3.51,2024,Day Scholar,Faisalabad,Sindh
355201,abcd,Rafi Kamal,Raza Mustafa,Male,25,Software Engineering,SADA,2.89,3.05,2022,Day Scholar,Rawalpindi,Punjab
362274,abcd,Sadia Shah,Omar Yusuf,Female,18,Management Sciences,SNS,3.36,3.02,2022,Day Scholar,Rawalpindi,Islamabad Federal
385837,abcd,Sadaf Qadir,Salma Hamza,Male,25,Mechanical Engineering,SADA,2.88,3.42,2025,Day Scholar,Islamabad,Punjab
361361,abcd,Zubair Shafi,Zia Zafar,Male,19,Software Engineering,SNS,2.12,2.96,2023,Hostellite,Islamabad,Punjab
335842,abcd,Yusuf Khattak,Muna Noor,Female,21,Law,SADA,2.71,3.52,2021,Day Scholar,Karachi,Punjab
385624,abcd,Zubair Nadeem,Yasir Rasheed,Female,25,Mechanical Engineering,SCME,2.76,3.35,2022,Hostellite,Islamabad,Sindh
375625,abcd,Ibrahim Shafi,Kamran Hassan,Male,21,Management Sciences,SCME,3.05,2.71,2024,Hostellite,Karachi,Sindh
323021,abcd,Karim Rasheed,Yasir Awan,Male,19,Software Engineering,SCME,2.8,2.6,2021,Hostellite,Rawalpindi,Sindh
348689,abcd,Layla Anwar,Sabeen Hakim,Male,22,Computer Science,NBS,3.69,3.58,2021,Hostellite,Rawalpindi,Sindh
399132,abcd,Khalil Rizvi,Zain Alvi,Male,20,Software Engineering,SEECS,3.93,3.86,2020,Day Scholar,Islamabad,Islamabad Federal
399289,abcd,Rukhsar Saleh,Aaliyah Noor,Female,23,Management Sciences,SNS,3.14,2.57,2025,Day Scholar,Islamabad,Sindh
336247,abcd,Amina Aslam,Ahmed Khattak,Male,19,Computer Science,S3H,3.43,3.84,2023,Day Scholar,Rawalpindi,Sindh
342959,abcd,Omar Nawaz,Aaliyah Saleh,Male,20,Mechanical Engineering,SMME,3.35,3.69,2020,Hostellite,Lahore,Punjab
367316,abcd,Nida Jamil,Afifa Alvi,Male,24,Law,SEECS,3.08,2.76,2023,Day Scholar,Lahore,Sindh
387045,abcd,Rizwan Jilani,Rashid Malik,Female,20,Law,SNS,3.48,3.63,2025,Hostellite,Islamabad,Islamabad Federal
350673,abcd,Nashit Aziz,Imran Tariq,Female,23,Computer Science,SNS,2.89,3.91,2021,Day Scholar,Rawalpindi,Islamabad Federal
363066,abcd,Rizwan Talib,Aziza Raza,Female,18,Chemical Engineering,SEECS,3.19,3.89,2020,Day Scholar,Lahore,Sindh
387164,abcd,Hakim Baig,Nasir Sultan,Female,23,Computer Science,SCME,2.19,2.41,2023,Hostellite,Faisalabad,Islamabad Federal
398583,abcd,Asad Iqbal,Asma Hussain,Male,20,Management Sciences,SADA,3.08,2.98,2020,Day Scholar,Islamabad,Punjab
378614,abcd,Tariq Aziz,Ahmed Ali,Female,24,Mechanical Engineering,SMME,3.83,2.84,2021,Day Scholar,Faisalabad,Punjab
361683,abcd,Sumaya Khattak,Farida Rafiq,Male,22,Management Sciences,SCME,2.79,2.62,2020,Day Scholar,Karachi,Islamabad Federal
344565,abcd,Safiyyah Sultan,Zubair Qadir,Male,23,Computer Science,SMME,3.49,2.02,2024,Day Scholar,Faisalabad,Sindh
361564,abcd,Rizwan Raza,Rabab Choudhury,Male,25,Computer Science,SCME,3.25,3.64,2020,Hostellite,Rawalpindi,Punjab
349926,abcd,Ayesha Hamza,Fariha Ali,Male,22,Mechanical Engineering,SNS,3.09,2.61,2021,Day Scholar,Faisalabad,Islamabad Federal
391398,abcd,Karim Mansoor,Bilal Azam,Female,25,Chemical Engineering,SMME,2.04,2.06,2022,Hostellite,Islamabad,Islamabad Federal
368736,abcd,Faisal Kamal,Rameez Hassan,Male,19,Electrical Engineering,NBS,2.48,2.65,2020,Hostellite,Faisalabad,Punjab
376984,abcd,Aaliyah Hameed,Mujtaba Rasheed,Male,18,Software Engineering,SNS,2.41,2.6,2025,Day Scholar,Islamabad,Islamabad Federal
377459,abcd,Tahir Jilani,Jawad Qureshi,Male,23,Electrical Engineering,S3H,3.91,2.71,2021,Day Scholar,Lahore,Punjab
321859,abcd,Mustafa Awan,Tahir Zaman,Female,25,Chemical Engineering,SADA,3.81,3.31,2022,Hostellite,Islamabad,Punjab
380971,abcd,Sami Siddiqi,Yusuf Kamal,Female,20,Management Sciences,SCME,3.97,3.72,2024,Day Scholar,Rawalpindi,Punjab
328134,abcd,Farid Hamid,Nadira Jamil,Male,18,Law,SNS,3.94,2.12,2023,Hostellite,Karachi,Punjab
329649,abcd,Aisha Alvi,Hina Ali,Female,20,Electrical Engineering,SCME,2.3,2.34,2024,Day Scholar,Lahore,Punjab
323153,abcd,Amir Abbas,Zahra Noor,Male,18,Law,S3H,2.17,2.28,2023,Day Scholar,Islamabad,Islamabad Federal
358728,abcd,Safia Hamid,Jawad Farooqi,Female,25,Software Engineering,SCME,3.66,2.74,2024,Day Scholar,Faisalabad,Islamabad Federal
342724,abcd,Mustafa Yusuf,Safia Khattak,Male,20,Mechanical Engineering,SEECS,2.21,2.01,2024,Day Scholar,Faisalabad,Islamabad Federal
349674,abcd,Sajid Nadeem,Rahat Hassan,Male,18,Law,SNS,2.21,2.02,2023,Day Scholar,Islamabad,Sindh
326480,abcd,Rahim Hamid,Faisal Aziz,Female,25,Chemical Engineering,SCME,2.37,3.48,2023,Day Scholar,Rawalpindi,Islamabad Federal
385510,abcd,Zubair Ashraf,Shireen Iqbal,Male,22,Law,NBS,3.18,2.52,2020,Day Scholar,Rawalpindi,Sindh
392406,abcd,Saima Siddiqui,Noman Hassan,Female,20,Computer Science,S3H,2.47,2.15,2024,Hostellite,Rawalpindi,Punjab
352565,abcd,Nour Anwar,Aaliyah Noor,Male,19,Law,SADA,2.44,3.73,2025,Hostellite,Lahore,Sindh
387710,abcd,Afifa Aslam,Saima Rehman,Male,24,Computer Science,S3H,2.31,2.16,2022,Day Scholar,Karachi,Punjab
385472,abcd,Saima Khan,Ameen Farooqi,Male,23,Management Sciences,SCME,3.94,3.94,2020,Day Scholar,Islamabad,Sindh
331210,abcd,Nabeela Hamid,Rashid Shafi,Female,22,Chemical Engineering,SEECS,3.28,3.86,2025,Hostellite,Islamabad,Sindh
323316,abcd,Fariha Saleh,Hussein Nadeem,Female,22,Management Sciences,SMME,2.64,2.87,2023,Hostellite,Islamabad,Sindh
353714,abcd,Salma Khan,Ameen Khattak,Male,22,Law,NBS,2.35,2.21,2023,Day Scholar,Faisalabad,Punjab
328914,abcd,Amina Rasheed,Sarwar Hussain,Female,21,Management Sciences,SADA,3.3,2.07,2023,Hostellite,Karachi,Punjab
388438,abcd,Nasir Alvi,Farid Rafiq,Female,25,Law,SMME,3.22,3.47,2024,Day Scholar,Rawalpindi,Sindh
396607,abcd,Shafiq Iqbal,Farah Shafi,Female,23,Mechanical Engineering,SCME,2.34,2.23,2023,Hostellite,Islamabad,Punjab
345320,abcd,Mansoor Shahzad,Tahir Hakeem,Male,23,Computer Science,SEECS,3.82,2.31,2021,Hostellite,Lahore,Punjab
328981,abcd,Amina Qadir,Naeema Choudhury,Male,20,Management Sciences,SADA,3.02,2.61,2024,Day Scholar,Faisalabad,Islamabad Federal
359001,abcd,Asma Hussain,Farida Zakariya,Female,19,Chemical Engineering,S3H,2.23,2.28,2022,Day Scholar,Faisalabad,Sindh
380619,abcd,Omar Yusufzai,Asma Javed,Female,19,Electrical Engineering,SMME,2.46,3.89,2023,Day Scholar,Faisalabad,Sindh
391098,abcd,Farid Zafar,Muhammad Saeed,Male,22,Software Engineering,SEECS,3.93,3.19,2024,Day Scholar,Faisalabad,Islamabad Federal
376458,abcd,Kamran Azam,Marwa Tariq,Male,21,Management Sciences,NBS,2.82,2.76,2023,Hostellite,Faisalabad,Sindh
332352,abcd,Hina Anwar,Rizwan Sultan,Female,21,Law,SCME,2.08,2.85,2024,Hostellite,Faisalabad,Sindh
399818,abcd,Yasin Saleh,Salma Aslam,Female,21,Mechanical Engineering,SNS,2.82,2.94,2024,Hostellite,Faisalabad,Punjab
390613,abcd,Safia Siddiqi,Rashid Raza,Male,24,Management Sciences,SCME,3.72,3.48,2020,Hostellite,Faisalabad,Sindh
354365,abcd,Amina Arif,Aaliyah Javed,Female,25,Mechanical Engineering,SEECS,2.35,3.18,2021,Hostellite,Faisalabad,Islamabad Federal
370825,abcd,Asma Rasheed,Zaida Rehman,Female,24,Computer Science,SNS,2.46,3.55,2021,Hostellite,Lahore,Sindh
358898,abcd,Javed Ali,Zaida Rafiq,Female,20,Law,SCME,2.55,2.0,2021,Hostellite,Rawalpindi,Sindh
333967,abcd,Sana Awan,Fayyaz Siddiqi,Female,24,Chemical Engineering,SNS,3.81,2.75,2022,Day Scholar,Faisalabad,Punjab
378875,abcd,Hamza Qureshi,Mujtaba Sarfraz,Female,20,Law,SEECS,2.41,2.55,2022,Hostellite,Lahore,Punjab
365598,abcd,Saida Jilani,Aaliyah Ashraf,Female,22,Software Engineering,SEECS,2.09,2.46,2020,Hostellite,Karachi,Sindh
375850,abcd,Bilal Azam,Yusuf Jilani,Female,25,Software Engineering,SEECS,2.42,2.32,2025,Day Scholar,Karachi,Punjab
321362,abcd,Naeema Hussain,Tahir Shafi,Female,22,Mechanical Engineering,SMME,3.75,2.38,2021,Day Scholar,Karachi,Islamabad Federal
382142,abcd,Shabnam Arshad,Farida Khattak,Male,24,Law,SEECS,2.24,2.37,2022,Hostellite,Faisalabad,Sindh
389418,abcd,Kamran Jilani,Saeed Hameed,Female,19,Management Sciences,SADA,2.37,3.84,2020,Day Scholar,Islamabad,Islamabad Federal
395690,abcd,Rashid Haider,Abdullah Arif,Female,24,Electrical Engineering,SMME,2.13,3.67,2020,Day Scholar,Karachi,Sindh
367910,abcd,Safia Zafar,Muhammad Noor,Female,23,Chemical Engineering,SCME,2.26,2.92,2023,Day Scholar,Rawalpindi,Sindh
386238,abcd,Farid Javed,Safia Raza,Male,22,Electrical Engineering,SEECS,2.67,2.24,2021,Hostellite,Karachi,Islamabad Federal
342564,abcd,Sana Iqbal,Hamza Awan,Female,21,Chemical Engineering,SCME,2.71,3.29,2021,Hostellite,Islamabad,Sindh
399877,abcd,Rameez Mustafa,Karim Mirza,Female,18,Mechanical Engineering,S3H,3.72,3.33,2024,Hostellite,Lahore,Punjab
323375,abcd,Tahir Anwar,Rashid Yusufzai,Female,25,Management Sciences,SCME,3.67,2.27,2020,Day Scholar,Islamabad,Islamabad Federal
350026,abcd,Safiyyah Awan,Salim Zafar,Female,25,Chemical Engineering,NBS,3.14,2.29,2023,Hostellite,Lahore,Sindh
399706,abcd,Shafiq Rafiq,Faisal Hussain,Female,19,Electrical Engineering,NBS,3.37,3.16,2020,Day Scholar,Islamabad,Punjab
332023,abcd,Aisha Mansoor,Hassan Rahman,Male,25,Computer Science,S3H,3.2,3.69,2022,Day Scholar,Rawalpindi,Islamabad Federal
382513,abcd,Rafi Mustafa,Fariha Kamal,Female,18,Law,SNS,3.64,2.7,2021,Day Scholar,Karachi,Islamabad Federal
381899,abcd,Zainab Khan,Ghazala Ali,Female,18,Software Engineering,NBS,3.06,3.28,2022,Day Scholar,Karachi,Islamabad Federal
325195,abcd,Zaki Abbas,Saima Nadeem,Male,18,Management Sciences,SEECS,2.85,3.37,2024,Day Scholar,Lahore,Sindh
399739,abcd,Shazia Baig,Rashid Hamza,Female,18,Management Sciences,SCME,3.86,2.64,2025,Day Scholar,Faisalabad,Punjab
365560,abcd,Rizwan Abbas,Ameen Javed,Male,22,Computer Science,S3H,3.54,3.87,2021,Hostellite,Islamabad,Sindh
387962,abcd,Marwa Zahid,Fariha Malik,Female,20,Computer Science,NBS,2.65,3.83,2024,Hostellite,Islamabad,Islamabad Federal
392868,abcd,Khalil Saeed,Amina Rasheed,Female,23,Software Engineering,SADA,3.07,2.34,2021,Day Scholar,Faisalabad,Sindh
377067,abcd,Karim Yusuf,Muna Hussain,Female,25,Electrical Engineering,SNS,3.88,3.12,2023,Day Scholar,Karachi,Islamabad Federal
391839,abcd,Amina Shafi,Imran Talib,Female,24,Mechanical Engineering,SNS,2.98,2.06,2023,Hostellite,Faisalabad,Sindh
340912,abcd,Yasin Anwar,Layla Yusufzai,Female,22,Software Engineering,SMME,2.19,2.87,2024,Day Scholar,Faisalabad,Islamabad Federal
347637,abcd,Farid Ali,Naeema Baig,Female,21,Computer Science,SADA,2.76,3.37,2025,Hostellite,Rawalpindi,Islamabad Federal
341414,abcd,Salim Rehman,Waleed Khan,Male,22,Law,SCME,3.74,2.3,2025,Hostellite,Faisalabad,Sindh
323028,abcd,Saida Rizvi,Shabnam Rashid,Female,24,Computer Science,SADA,3.73,3.67,2025,Hostellite,Faisalabad,Punjab
365787,abcd,Sarwar Shafi,Amina Anwar,Female,25,Law,SADA,2.08,3.18,2022,Day Scholar,Rawalpindi,Islamabad Federal
331661,abcd,Nasir Hussain,Ahmed Rafiq,Male,22,Mechanical Engineering,SCME,2.17,2.67,2025,Hostellite,Faisalabad,Punjab
390367,abcd,Nashit Qureshi,Zain Javed,Female,21,Electrical Engineering,SEECS,3.7,2.21,2024,Day Scholar,Rawalpindi,Islamabad Federal
398618,abcd,Samiyah Hadi,Ibrahim Ali,Female,24,Computer Science,SEECS,2.66,2.83,2020,Day Scholar,Faisalabad,Sindh
366579,abcd,Tahira Rizvi,Nashit Mirza,Female,24,Law,SCME,2.86,3.4,2020,Hostellite,Faisalabad,Islamabad Federal
367359,abcd,Aisha Akhtar,Zahra Hashmi,Male,22,Law,SADA,2.49,2.3,2025,Hostellite,Rawalpindi,Islamabad Federal
375200,abcd,Asad Arif,Sana Zakariya,Female,23,Software Engineering,SCME,2.9,2.51,2020,Day Scholar,Rawalpindi,Sindh
398050,abcd,Hina Alvi,Asma Qadir,Male,19,Law,NBS,2.74,2.49,2021,Hostellite,Islamabad,Punjab
349320,abcd,Tahira Khan,Suhail Zakariya,Male,18,Law,SMME,3.58,3.13,2022,Hostellite,Islamabad,Punjab
359328,abcd,Noman Mahmood,Amina Khan,Female,21,Computer Science,SEECS,3.96,3.83,2023,Hostellite,Rawalpindi,Sindh
394511,abcd,Ismail Khanzada,Mujtaba Zafar,Female,24,Mechanical Engineering,SNS,3.03,3.18,2023,Day Scholar,Islamabad,Islamabad Federal
355307,abcd,Ayesha Farooqi,Bilal Hamza,Male,20,Management Sciences,S3H,3.16,3.67,2022,Hostellite,Faisalabad,Punjab
379734,abcd,Muhammad Noor,Zain Hussain,Male,25,Software Engineering,SCME,2.01,2.7,2022,Day Scholar,Faisalabad,Islamabad Federal
331627,abcd,Omar Jilani,Fariha Javed,Male,25,Software Engineering,NBS,3.11,2.23,2024,Day Scholar,Lahore,Punjab
332586,abcd,Noman Shah,Rahat Rasheed,Male,21,Electrical Engineering,SNS,2.35,2.3,2022,Hostellite,Lahore,Sindh
341279,abcd,Amina Shah,Aaliyah Khattak,Male,21,Software Engineering,SCME,2.76,3.25,2020,Day Scholar,Faisalabad,Punjab
